conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:7524_conv:15049,1,hopeful,im starting to make more and more money online i hope one day online could be my full time job,321,im starting to make more and more money online_comma_ eventually i want to make this my full time job,5|5|5_5|5|5,
hit:10656_conv:21313,1,anticipating,Every Wednesday is new comic book day_comma_ and it's the one thing I can regularly look forward to.,85,My favorite day of the week has been Wednesdays for the last few years.,4|5|5_4|4|5,
hit:72_conv:145,4,anxious,in a hurry to go on vacation! ,1,haha not bad! where are you going on vacation?,5|5|5_5|5|5,
hit:7885_conv:15771,3,afraid,Last night I kept hearing strange noises come from my basement. I haven't been down there since I got the house.,139,Well tonight I may have to investigate. The problem is the lights don't work and I don't have a flashlight. I hope I don't get spooked.,5|5|5_5|4|4,
hit:6927_conv:13855,2,trusting,Loaned my friend 3k to fix his car.,389,Did he get it fixeD?,5|5|5_5|5|5,
hit:3585_conv:7171,2,impressed,I headed downtown for a car show yesterday.  Amazed at all the restoration jobs done on the cars.,291,Cool_comma_ do you like older cars?,5|5|5_5|5|5,
hit:10275_conv:20551,4,faithful,Few years earlier_comma_ I heard that one of my close friends were talking negatively about me but I did not beleieve that. I continued spending good time with him,568,you didn't let anything affect the friendship! that's good i am proud of you,4|4|4_5|5|5,
hit:5849_conv:11698,4,excited,I leave on vacation in 2 days! Can't wait,322,I hope you have a good time.,5|5|5_5|5|5,
hit:4474_conv:8949,2,grateful,I was being robbed but a policeman stopped him.  I am very thankful of him.,366,Are you feeling okay from the experience?,5|5|5_5|5|5,
hit:2237_conv:4474,3,prepared,I am ready for my bar exam.,4,No_comma_ to be a lawyer/,5|5|5_5|5|5,
hit:884_conv:1769,5,grateful,I got pulled over for speeding and got a warning,244,No_comma_ I dosen't bother me.  I'm usually more annoyed than anything. ,5|5|5_5|4|5,
hit:12275_conv:24550,3,anxious,I have to make a birthday cake later tonight.  I am worried I might mess it up.,322,My nephew's.  I am worried I might mess it up.,2|2|3_5|5|5,
hit:700_conv:1400,4,afraid,The other day I was walking in the bushes alone and I was scared when I heard noise behind some bushes.,208,That goodness for that! There is nothing worse than hearing noises like that when you are alone walking.,4|5|5_4|5|5,
hit:1832_conv:3664,3,jealous,my neighbor just installed a fancy pool _comma_ must have cost him 40k,271,i thought about it but the maintainance cost is at least 4k a year for that size,5|5|4_5|5|5,
hit:7784_conv:15568,3,nostalgic,I had to go buy legos for my nephew the other day.  Makes me miss the days when my girls were young enough to play with them.,56,No just this feeling overcame me that my kids just have outgrown this time.,5|5|5_4|5|5,
hit:10728_conv:21456,3,faithful,My sister-in-law has stage 4 cancer_comma_ and today we have 100 people coming over to the house to pray for her. It's the last day of a 24/7 prayer week and we've seen so much healing in her and in people who've been praying!,759,No_comma_ she's got stage 4 cancer - it's the last day of a 24/7 week of prayer_comma_ with 100s of people around the world praying for her. There's been some incredible things happen!,5|5|5_4|4|4,
hit:9045_conv:18091,3,embarrassed,I was at the gym the other day and tripped on my way to the pool. I turned around and there were about five people that saw me. I felt like an idiot.,297,No it wasnt bad at all. I just looked like a bumbling buffoon. ,5|5|5_5|5|5,
hit:594_conv:1188,3,embarrassed,By mistake_comma_ my wife during dinner yesterday said to your friend that we hiking the same day that we were suppose to go with them visit a city.,7,They didn't say anything. I was embarrassed. I told to my wife that she was wrong about the date but my wife was insisting. She didn't notice what she was doing.,5|5|5_5|5|5,
hit:2595_conv:5191,5,joyful,I got a promotion at work recently_comma_ and that left me a very happy boy.,332,I think it was my streak of not making any mistakes over the last few months if nothing else haha.,5|5|5_5|5|5,
hit:5097_conv:10194,1,afraid,1,27,I told my frend something personal and she was so judgemental towards me,5|5|5_5|5|5,
hit:7809_conv:15618,3,hopeful,Jesus will come home and save us all one day.,9,He is the only reason i wake up in the mornings.,5|5|5_5|5|5,
hit:3909_conv:7818,2,joyful,My Grandma_comma_ whom I absolutely love and is the best Grandma_comma_ is moving back to my city to live here! I never thought she would but I can't wait! ,100,That's great_comma_ what will you do when you first see her?,5|5|5_5|5|5,
hit:3920_conv:7841,2,content,When i ate thanksgiving dinner last year,27,Lol. Was there any left when you woke up?,5|4|5_5|5|5,
hit:9762_conv:19525,2,embarrassed,Third day of school and we were so late. I felt terrible,10,why is that?,5|5|5_5|5|5,
hit:168_conv:337,2,terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,51,Oh no_comma_ did it end up okay?,5|5|5_5|5|5,
hit:6691_conv:13383,3,prepared,I have been collecting supplies for this hurricane season.  I think I am ready for anything that comes our way!,277,Yeah_comma_ especially since I live in Florida!  I learned my lesson from last years big hurricane!,5|5|5_5|5|5,
hit:2823_conv:5647,1,prepared,I knew I was going to ace a math test. I was prepared,126,I felt very good about a math test. I had studied for it all week.,4|4|5_5|5|5,
hit:6569_conv:13139,3,trusting,I have a new neighbor who is very friendly. My kids sometimes go over to her house to play.,230,I think I liked it better when my neighborhood had more older people.,5|5|5_5|5|5,
hit:332_conv:664,4,angry,I am upset that England lost in the World Cup.,119,Bummer.  Haven't seen it.  Don't watch soccer but I respect the sport,5|5|5_5|5|5,
hit:11005_conv:22010,2,anticipating,I bought a bunch of dresses online to try on for my brother's wedding.  I really hope at least one of them works.,410,Oh cool! Have they arrived yet?,5|4|4_5|5|5,
hit:1784_conv:3568,4,guilty,I overslept and missed my nephews party and really feel bad about it.,25,Anyway  you have to find a way of better explaining  _comma_hope he'll  understand? ,2|3|4_3|4|4,
hit:6110_conv:12220,1,guilty,I didnt go to the gym this morning. I felt bad about it,126,I did not go to the gym this morning. I felt bad about it,3|3|4_4|4|4,
hit:9065_conv:18130,1,afraid,It might storm tonight. I am a little scared to be honest,126,It might storm tonight. I am a little scared to be honest,4|5|5_4|4|4,
hit:3455_conv:6911,1,angry,it upset me when i couldnt leave work on time,238,it upset me when i couldnt leave work on time,5|5|5_4|5|5,
hit:5683_conv:11367,2,excited,I can't wait for the final season of game of thrones. IT is the best show ever,530,Would you believe I have never seen one episode of that show? How sad that it's ending before I even got to watch it!,5|5|5_5|5|5,
hit:11090_conv:22181,2,ashamed,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,479,Oh no sorry to hear that _comma_ were you able to retake it?,5|5|5_5|5|5,
hit:8171_conv:16342,4,terrified,I almost hit a dog running down the road last night. It was scary,291,Was it a big one?,3|3|5_5|5|5,
hit:6703_conv:13407,1,disgusted,Smacked a fly on my desk earlier. Was really happy that I finally killed it.. noticed it was really big.. looked closer to see why.. and it had lil babies crawling out of it onto my desk! Didn't feel like eating lunch after that,273,Smacked a fly on my desk earlier. Was really happy that I finally killed it.. noticed it was really big.. looked closer to see why.. and it had lil babies crawling out of it onto my desk! Didn't feel like eating lunch after that,5|5|5_5|5|5,
hit:6112_conv:12224,1,annoyed,I was pretty ansy in traffic today. It was so irritating,126,I was pretty irritated in traffic this morning.,4|4|5_5|5|5,
hit:1785_conv:3570,1,furious,I was furious because my firend owes me money. He was in the pub last night when I can't afford to go out.,196,I am angry with my friend.,5|5|5_5|5|5,
hit:12230_conv:24461,4,jealous,My parents bought me an older car_comma_ but my friend just got a brand new BMW from his parents! Life is so not fair at all!,241,Yeah_comma_ as long as you have a car you are better than most people,5|5|5_3|4|5,
hit:11788_conv:23577,4,grateful,I was.. at home alone.. doing some self-pleasuring_comma_ if you will... and my roommate almost walked in on me. I managed to jump into my closet while pulling up my pants before he could see me. So happy I didn't have to have that awkward conversation.,748,Hahahaa that's funny. I am sure you can install a lick pretty easily if the door is wooden.,4|5|5_5|5|5,
hit:5340_conv:10680,4,content,Yesterday I let my kids play on their waterslide while I sit and watched.,11,I would too if I could sit outside and enjoy it like you! ,5|5|5_5|5|5,
hit:5166_conv:10333,2,devastated,My car broke down right before I was about to go on a road trip. I took it to the garage and they said it will take weeks to get the right parts.,507,that is such a bomber_comma_ will you still be able to go on your trip?,5|5|5_4|4|4,
hit:1489_conv:2979,4,surprised,The other day when I got to work_comma_ my co-workers threw me a surprise birthday party. I was so surprised!,269,Your friends care a lot of you and that's always a great feeling! I hope you had fun!,5|5|5_5|5|5,
hit:8285_conv:16570,1,angry,Dude cut me off in traffic turning left in too a store then had the nerve to beep back at me. By the way there was NO one behind me for a mile. ARG!,296,Dude cut me off in traffic turning left in too a store..had to slam on my brakes.. then had the nerve to beep back at me. ,5|5|5_5|5|5,
hit:1468_conv:2937,3,nostalgic,"For some reason_comma_ when I hear the song ""Walking In Memphis"" I picture happy moments of my childhood in Hong Kong watching ""Sesame Street"" with my mom_comma_ picnics on the beach_comma_ and stuffed animals; my parents must have played that song a lot back then",119,Thanks :) I had a pretty happy childhood...how bout you_comma_ do you have a song that triggers memories?,5|5|5_5|5|5,<IRREGULAR_COLON_FORMAT>
hit:4586_conv:9172,1,trusting,I don't feel that people are very trust worthy. ,202,I don't feel that people are very trust worthy.,3|3|4_5|5|5,
hit:2072_conv:4145,3,sad,Yesterday I found out that my best friend was stealing money from me. I thought I could trust him but I guess not. I am devastated that he was ripping me off.,139,It was the guy I thought was my best friend. I was so devastated. I didn't care about the money_comma_ but the fact he would stead from me. :(,5|5|5_5|5|5,
hit:7066_conv:14133,2,nostalgic,I recently watched a full series of an old cartoon I use to watch as a kid. I felt like I was 10 years old again.,43,oh well_comma_ whats the show. i know for sure you would have enjoyed it again,4|5|3_4|4|4,
hit:6847_conv:13695,2,surprised,My friend came over and brought a pair of concert tickets for my birthday. I thought the show was sold out. He bought them and kept them a secret.,545,Oh man_comma_ that's awesome! What concert were the tickets for?,5|5|5_5|5|5,
hit:3169_conv:6338,4,impressed,My sister just bought a new house_comma_ and she is only 25. ,267,That is really something to be proud of,4|5|5_5|5|5,
hit:11995_conv:23990,4,anxious,I shot a roll on 35mm film. I was very excited to see the results.,49,Do you take pictures professionally or just a hobby?,4|4|4_5|5|5,
hit:11290_conv:22581,3,sad,Growing up_comma_ my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.,128,Yes_comma_ I have a special place in my heart for classic music. ,5|5|5_5|5|5,
hit:2892_conv:5785,4,proud,My son had his first piano recital last week. He was nervous about it but he did so good. I was so happy to see him excel at something he worked hard at!,209,Wow! Maybe I should start taking some piano lessons and go to a recital of my own.,5|5|5_5|5|5,
hit:2781_conv:5563,2,lonely,My daughter went on vacation with her friend. It is very quiet around here and I am not used to it.,262,Wow! Where did they go?,5|5|5_5|5|5,
hit:4581_conv:9162,2,joyful,My son have got his engineering diploma last week. I am so happy.,59,Excellent_comma_ you must feel proud of him as well!,5|5|5_5|5|5,
hit:9613_conv:19226,4,proud,My computer software is being used in a lab,318,I bet_comma_ 4 years is a long time to work on a project too.  I may not know you but as someone who had once wanted to get into development_comma_ I feel really proud for you.  That is a huge accomplishment! Congrats again!,5|5|5_5|5|5,
